Tipologia di rifiuto differenziato,Anno,Territorio,Tipo dato,0,Flags
"totale","2011","Macerata","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",42.77605,
"totale","2012","Macerata","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",45.7761,
"totale","2000","Macerata","popolazione servita dalla raccolta differenziata - percentuale",95,
"totale","2001","Macerata","popolazione servita dalla raccolta differenziata - percentuale",95,
"totale","2002","Macerata","popolazione servita dalla raccolta differenziata - percentuale",95,
"totale","2003","Macerata","popolazione servita dalla raccolta differenziata - percentuale",95,
"totale","2004","Macerata","popolazione servita dalla raccolta differenziata - percentuale",95,
"totale","2005","Macerata","popolazione servita dalla raccolta differenziata - percentuale",95,
"totale","2006","Macerata","popolazione servita dalla raccolta differenziata - percentuale",95,
"totale","2007","Macerata","popolazione servita dalla raccolta differenziata - percentuale",95,
"totale","2008","Macerata","popolazione servita dalla raccolta differenziata - percentuale",95,
"totale","2009","Macerata","popolazione servita dalla raccolta differenziata - percentuale",95,
"totale","2010","Macerata","popolazione servita dalla raccolta differenziata - percentuale",95,
"totale","2011","Macerata","popolazione servita dalla raccolta differenziata - percentuale",95,
"totale","2000","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",113.44159,
"totale","2001","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",113.93629,
"totale","2002","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",114.66648,
"totale","2003","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",145.32904,
"totale","2004","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",168.38036,
"totale","2005","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",162.25027,
"totale","2006","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",161.9735,
"totale","2007","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",161.34532,
"totale","2008","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",165.43729,
"totale","2009","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",162.45519,
"totale","2010","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",165.57627,
"totale","2011","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",195.65394,
"totale","2012","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",212.80975,
"totale","2000","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",20.26775,
"totale","2001","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",20.26775,
"totale","2002","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",20.30533,
"totale","2003","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",24.69683,
"totale","2004","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",28.24591,
"totale","2005","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",27.78498,
"totale","2006","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",28.58546,
"totale","2007","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",28.50783,
"totale","2008","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",29.71749,
"totale","2009","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",29.47812,
"totale","2010","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",30.37202,
"totale","2011","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",37.03549,
"totale","2012","Ascoli Piceno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",40.1889,
"totale","2000","Ascoli Piceno","popolazione servita dalla raccolta differenziata - percentuale",70,
"totale","2001","Ascoli Piceno","popolazione servita dalla raccolta differenziata - percentuale",70,
"totale","2002","Ascoli Piceno","popolazione servita dalla raccolta differenziata - percentuale",70,
"totale","2003","Ascoli Piceno","popolazione servita dalla raccolta differenziata - percentuale",70,
"totale","2004","Ascoli Piceno","popolazione servita dalla raccolta differenziata - percentuale",78,
"totale","2005","Ascoli Piceno","popolazione servita dalla raccolta differenziata - percentuale",78,
"totale","2006","Ascoli Piceno","popolazione servita dalla raccolta differenziata - percentuale",78,
"totale","2007","Ascoli Piceno","popolazione servita dalla raccolta differenziata - percentuale",78,
"totale","2008","Ascoli Piceno","popolazione servita dalla raccolta differenziata - percentuale",78,
"totale","2009","Ascoli Piceno","popolazione servita dalla raccolta differenziata - percentuale",78,
"totale","2010","Ascoli Piceno","popolazione servita dalla raccolta differenziata - percentuale",78,
"totale","2011","Ascoli Piceno","popolazione servita dalla raccolta differenziata - percentuale",80,
"totale","2000","Fermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",51.06311,
"totale","2001","Fermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",77.48419,
"totale","2002","Fermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",59.62645,
"totale","2003","Fermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",62.74847,
"totale","2004","Fermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",66.03516,
"totale","2005","Fermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",77.60794,
"totale","2006","Fermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",87.64868,
"totale","2007","Fermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",131.16412,
"totale","2008","Fermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",174.50257,
"totale","2009","Fermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",163.04419,
"totale","2010","Fermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",183.02014,
"totale","2011","Fermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",208.34356,
"totale","2012","Fermo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",210.46397,
"totale","2000","Fermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",8.73657,
"totale","2001","Fermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",11.98576,
"totale","2002","Fermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",8.8359,
"totale","2003","Fermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",9.9236,
"totale","2004","Fermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",10.97284,
"totale","2005","Fermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",12.44454,
"totale","2006","Fermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",13.77282,
"totale","2007","Fermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",19.93062,
"totale","2008","Fermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",26.72529,
"totale","2009","Fermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",24.39631,
"totale","2010","Fermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",25.95008,
"totale","2011","Fermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",31.35282,
"totale","2012","Fermo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",35.54567,
"totale","2000","Fermo","popolazione servita dalla raccolta differenziata - percentuale",,g
"totale","2001","Fermo","popolazione servita dalla raccolta differenziata - percentuale",,g
"totale","2002","Fermo","popolazione servita dalla raccolta differenziata - percentuale",,g
"totale","2003","Fermo","popolazione servita dalla raccolta differenziata - percentuale",,g
"totale","2004","Fermo","popolazione servita dalla raccolta differenziata - percentuale",,g
"totale","2005","Fermo","popolazione servita dalla raccolta differenziata - percentuale",,g
"totale","2006","Fermo","popolazione servita dalla raccolta differenziata - percentuale",,g
"totale","2007","Fermo","popolazione servita dalla raccolta differenziata - percentuale",,g
"totale","2008","Fermo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Fermo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Fermo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Fermo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",26.14284,
"totale","2001","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",29.25867,
"totale","2002","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",33.4893,
"totale","2003","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",27.96484,
"totale","2004","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",36.56403,
"totale","2005","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",43.17043,
"totale","2006","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",47.08192,
"totale","2007","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",61.16716,
"totale","2008","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",66.04269,
"totale","2009","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",58.44444,
"totale","2010","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",55.90977,
"totale","2011","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",71.29562,
"totale","2012","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",73.6604,
"totale","2000","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",6.02286,
"totale","2001","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",6.01913,
"totale","2002","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",6.45126,
"totale","2003","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",5.33621,
"totale","2004","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",6.45005,
"totale","2005","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",7.33678,
"totale","2006","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",7.95081,
"totale","2007","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",10.70441,
"totale","2008","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",12.02156,
"totale","2009","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",10.97379,
"totale","2010","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",10.38758,
"totale","2011","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",14.26412,
"totale","2012","Viterbo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",15.03296,
"totale","2000","Viterbo","popolazione servita dalla raccolta differenziata - percentuale",80,
"totale","2001","Viterbo","popolazione servita dalla raccolta differenziata - percentuale",80,
"totale","2002","Viterbo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2003","Viterbo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2004","Viterbo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2005","Viterbo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2006","Viterbo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2007","Viterbo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2008","Viterbo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Viterbo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Viterbo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Viterbo","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Rieti","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",23.17778,
"totale","2001","Rieti","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",35.69289,
"totale","2002","Rieti","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",38.04127,
"totale","2003","Rieti","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",46.38994,
"totale","2004","Rieti","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",37.81937,
"totale","2005","Rieti","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",31.2492,
"totale","2006","Rieti","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",61.74046,
"totale","2007","Rieti","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",78.14114,
"totale","2008","Rieti","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",68.74285,
"totale","2009","Rieti","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",72.51233,
"totale","2010","Rieti","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",77.90089,
"totale","2011","Rieti","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",75.09035,
"totale","2012","Rieti","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",88.73221,
"totale","2000","Rieti","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",5.30851,
"totale","2001","Rieti","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",7.47913,
"totale","2002","Rieti","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",7.46453,
"totale","2003","Rieti","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",9.5673,
"totale","2004","Rieti","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",7.74095,
"totale","2005","Rieti","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",6.38727,
"totale","2006","Rieti","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",11.97699,
"totale","2007","Rieti","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",14.81053,
"totale","2008","Rieti","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",13.22045,
"totale","2009","Rieti","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",14.07173,
"totale","2010","Rieti","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",14.94328,
"totale","2011","Rieti","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",14.94329,
"totale","2012","Rieti","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",17.45285,
"totale","2000","Rieti","popolazione servita dalla raccolta differenziata - percentuale",35,
"totale","2001","Rieti","popolazione servita dalla raccolta differenziata - percentuale",35,
"totale","2002","Rieti","popolazione servita dalla raccolta differenziata - percentuale",35,
"totale","2003","Rieti","popolazione servita dalla raccolta differenziata - percentuale",35,
"totale","2004","Rieti","popolazione servita dalla raccolta differenziata - percentuale",85,
"totale","2005","Rieti","popolazione servita dalla raccolta differenziata - percentuale",85,
"totale","2006","Rieti","popolazione servita dalla raccolta differenziata - percentuale",87,
"totale","2007","Rieti","popolazione servita dalla raccolta differenziata - percentuale",90,
"totale","2008","Rieti","popolazione servita dalla raccolta differenziata - percentuale",90,
"totale","2009","Rieti","popolazione servita dalla raccolta differenziata - percentuale",90,
"totale","2010","Rieti","popolazione servita dalla raccolta differenziata - percentuale",90,
"totale","2011","Rieti","popolazione servita dalla raccolta differenziata - percentuale",90,
"totale","2000","Roma","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",33.09846,
"totale","2001","Roma","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",36.51513,
"totale","2002","Roma","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",43.17657,
"totale","2003","Roma","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",68.703,
"totale","2004","Roma","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",91.5196,
"totale","2005","Roma","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",109.03276,
"totale","2006","Roma","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",109.85316,
"totale","2007","Roma","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",112.65251,
"totale","2008","Roma","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",126.24018,
"totale","2009","Roma","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",135.23421,
"totale","2010","Roma","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",146.61289,
"totale","2011","Roma","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",159.84719,
"totale","2012","Roma","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",161.06585,
"totale","2000","Roma","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",5.73998,
"totale","2001","Roma","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",6.11747,
"totale","2002","Roma","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",6.92389,
"totale","2003","Roma","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",10.50447,
"totale","2004","Roma","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",13.62821,
"totale","2005","Roma","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",16.0018,
"totale","2006","Roma","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",16.23428,
"totale","2007","Roma","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",17.09926,
"totale","2008","Roma","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",19.51206,
"totale","2009","Roma","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",20.67378,
"totale","2010","Roma","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",22.00199,
"totale","2011","Roma","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",24.64962,
"totale","2012","Roma","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",25.66289,
"totale","2000","Roma","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2001","Roma","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2002","Roma","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2003","Roma","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2004","Roma","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2005","Roma","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2006","Roma","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2007","Roma","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2008","Roma","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Roma","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Roma","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Roma","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Latina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",23.78251,
"totale","2001","Latina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",34.0588,
"totale","2002","Latina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",50.76463,
"totale","2003","Latina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",37.82587,
"totale","2004","Latina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",38.76092,
"totale","2005","Latina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",47.55235,
"totale","2006","Latina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",68.5277,
"totale","2007","Latina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",143.78379,
"totale","2008","Latina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",184.80874,
"totale","2009","Latina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",186.54941,
"totale","2010","Latina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",184.81765,
"totale","2011","Latina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",190.94703,
"totale","2012","Latina","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",196.56859,
"totale","2000","Latina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",4.60133,
"totale","2001","Latina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",6.42518,
"totale","2002","Latina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",8.89396,
"totale","2003","Latina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",6.69962,
"totale","2004","Latina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",6.55386,
"totale","2005","Latina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",7.71419,
"totale","2006","Latina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",10.85357,
"totale","2007","Latina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",23.48012,
"totale","2008","Latina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",30.86863,
"totale","2009","Latina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",31.11098,
"totale","2010","Latina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",30.43089,
"totale","2011","Latina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",32.01213,
"totale","2012","Latina","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",33.83757,
"totale","2000","Latina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2001","Latina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2002","Latina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2003","Latina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2004","Latina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2005","Latina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2006","Latina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2007","Latina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2008","Latina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Latina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Latina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Latina","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",14.25816,
"totale","2001","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",18.60214,
"totale","2002","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",19.49422,
"totale","2003","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",17.93514,
"totale","2004","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",17.40059,
"totale","2005","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",18.44896,
"totale","2006","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",17.97365,
"totale","2007","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",21.42857,
"totale","2008","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",63.00518,
"totale","2009","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",84.19301,
"totale","2010","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",94.21349,
"totale","2011","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",99.94875,
"totale","2012","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",100.3331,
"totale","2000","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",2.80516,
"totale","2001","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",3.67656,
"totale","2002","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",3.83173,
"totale","2003","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",3.52185,
"totale","2004","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",3.29179,
"totale","2005","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",3.52684,
"totale","2006","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",3.34027,
"totale","2007","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",3.99027,
"totale","2008","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",12.75061,
"totale","2009","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",15.26666,
"totale","2010","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",16.82586,
"totale","2011","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",17.82886,
"totale","2012","Frosinone","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",17.34204,
"totale","2000","Frosinone","popolazione servita dalla raccolta differenziata - percentuale",50,
"totale","2001","Frosinone","popolazione servita dalla raccolta differenziata - percentuale",50,
"totale","2002","Frosinone","popolazione servita dalla raccolta differenziata - percentuale",50,
"totale","2003","Frosinone","popolazione servita dalla raccolta differenziata - percentuale",50,
"totale","2004","Frosinone","popolazione servita dalla raccolta differenziata - percentuale",50,
"totale","2005","Frosinone","popolazione servita dalla raccolta differenziata - percentuale",50,
"totale","2006","Frosinone","popolazione servita dalla raccolta differenziata - percentuale",50,
"totale","2007","Frosinone","popolazione servita dalla raccolta differenziata - percentuale",50,
"totale","2008","Frosinone","popolazione servita dalla raccolta differenziata - percentuale",80,
"totale","2009","Frosinone","popolazione servita dalla raccolta differenziata - percentuale",80,
"totale","2010","Frosinone","popolazione servita dalla raccolta differenziata - percentuale",80,
"totale","2011","Frosinone","popolazione servita dalla raccolta differenziata - percentuale",82,
"totale","2000","L'Aquila","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",60.67046,
"totale","2001","L'Aquila","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",65.1453,
"totale","2002","L'Aquila","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",65.85343,
"totale","2003","L'Aquila","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",62.26354,
"totale","2004","L'Aquila","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",60.91068,
"totale","2005","L'Aquila","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",60.96291,
"totale","2006","L'Aquila","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",65.8646,
"totale","2007","L'Aquila","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",68.63206,
"totale","2008","L'Aquila","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",68.27083,
