Tipologia di rifiuto differenziato,Anno,Territorio,Tipo dato,0,Flags
"totale","2002","Lecco","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2003","Lecco","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2004","Lecco","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2005","Lecco","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2006","Lecco","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2007","Lecco","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2008","Lecco","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Lecco","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Lecco","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Lecco","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Lodi","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",179.08304,
"totale","2001","Lodi","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",179.37309,
"totale","2002","Lodi","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",183.75388,
"totale","2003","Lodi","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",179.42723,
"totale","2004","Lodi","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",237.13674,
"totale","2005","Lodi","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",222.92335,
"totale","2006","Lodi","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",216.68597,
"totale","2007","Lodi","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",229.84776,
"totale","2008","Lodi","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",235.31366,
"totale","2009","Lodi","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",234.64914,
"totale","2010","Lodi","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",256.39131,
"totale","2011","Lodi","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",261.90968,
"totale","2012","Lodi","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",229.27037,
"totale","2000","Lodi","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",30.54266,
"totale","2001","Lodi","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",30.23248,
"totale","2002","Lodi","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",29.45979,
"totale","2003","Lodi","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",30.844,
"totale","2004","Lodi","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",40.53786,
"totale","2005","Lodi","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",38.1339,
"totale","2006","Lodi","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",36.48579,
"totale","2007","Lodi","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",38.48578,
"totale","2008","Lodi","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",40.5189,
"totale","2009","Lodi","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",42.2369,
"totale","2010","Lodi","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",46.25109,
"totale","2011","Lodi","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",49.71341,
"totale","2012","Lodi","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",48.72528,
"totale","2000","Lodi","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2001","Lodi","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2002","Lodi","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2003","Lodi","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2004","Lodi","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2005","Lodi","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2006","Lodi","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2007","Lodi","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2008","Lodi","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Lodi","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Lodi","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Lodi","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Monza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",223.00629,
"totale","2001","Monza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",222.4622,
"totale","2002","Monza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",242.24499,
"totale","2003","Monza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",252.61893,
"totale","2004","Monza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",296.9139,
"totale","2005","Monza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",254.31809,
"totale","2006","Monza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",221.6972,
"totale","2007","Monza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",235.07378,
"totale","2008","Monza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",239.99241,
"totale","2009","Monza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",249.26033,
"totale","2010","Monza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",259.98728,
"totale","2011","Monza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",266.42861,
"totale","2012","Monza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",260.63698,
"totale","2000","Monza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",45.22945,
"totale","2001","Monza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",45.22945,
"totale","2002","Monza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",46.79341,
"totale","2003","Monza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",51.10349,
"totale","2004","Monza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",58.36484,
"totale","2005","Monza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",55.89489,
"totale","2006","Monza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",52.01036,
"totale","2007","Monza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",52.76236,
"totale","2008","Monza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",52.37181,
"totale","2009","Monza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",54.84382,
"totale","2010","Monza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",56.81726,
"totale","2011","Monza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",59.67528,
"totale","2012","Monza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",60.95445,
"totale","2000","Monza","popolazione servita dalla raccolta differenziata - percentuale",,g
"totale","2001","Monza","popolazione servita dalla raccolta differenziata - percentuale",,g
"totale","2002","Monza","popolazione servita dalla raccolta differenziata - percentuale",,g
"totale","2003","Monza","popolazione servita dalla raccolta differenziata - percentuale",,g
"totale","2004","Monza","popolazione servita dalla raccolta differenziata - percentuale",,g
"totale","2005","Monza","popolazione servita dalla raccolta differenziata - percentuale",,g
"totale","2006","Monza","popolazione servita dalla raccolta differenziata - percentuale",,g
"totale","2007","Monza","popolazione servita dalla raccolta differenziata - percentuale",,g
"totale","2008","Monza","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Monza","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Monza","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Monza","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",118.38669,
"totale","2001","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",129.66615,
"totale","2002","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",144.94617,
"totale","2003","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",150.4779,
"totale","2004","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",153.46578,
"totale","2005","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",153.5328,
"totale","2006","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",178.56135,
"totale","2007","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",224.39864,
"totale","2008","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",237.07171,
"totale","2009","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",258.48411,
"totale","2010","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",252.74275,
"totale","2011","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",253.72241,
"totale","2012","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",247.42879,
"totale","2000","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",22.11735,
"totale","2001","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",23.32055,
"totale","2002","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",25.60815,
"totale","2003","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",26.98794,
"totale","2004","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",27.07611,
"totale","2005","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",27.19398,
"totale","2006","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",30.98261,
"totale","2007","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",39.94631,
"totale","2008","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",42.68325,
"totale","2009","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",45.73223,
"totale","2010","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",45.37955,
"totale","2011","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",46.30657,
"totale","2012","Bolzano/Bozen","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",46.52213,
"totale","2000","Bolzano/Bozen","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2001","Bolzano/Bozen","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2002","Bolzano/Bozen","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2003","Bolzano/Bozen","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2004","Bolzano/Bozen","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2005","Bolzano/Bozen","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2006","Bolzano/Bozen","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2007","Bolzano/Bozen","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2008","Bolzano/Bozen","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Bolzano/Bozen","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Bolzano/Bozen","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Bolzano/Bozen","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Trento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",99.1169,
"totale","2001","Trento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",110.46934,
"totale","2002","Trento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",131.42132,
"totale","2003","Trento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",152.1528,
"totale","2004","Trento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",205.32281,
"totale","2005","Trento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",237.94001,
"totale","2006","Trento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",255.17189,
"totale","2007","Trento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",273.14658,
"totale","2008","Trento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",287.90733,
"totale","2009","Trento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",306.63225,
"totale","2010","Trento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",315.76475,
"totale","2011","Trento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",337.42812,
"totale","2012","Trento","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",337.29164,
"totale","2000","Trento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",21.05708,
"totale","2001","Trento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",24.23071,
"totale","2002","Trento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",26.7434,
"totale","2003","Trento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",29.20801,
"totale","2004","Trento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",38.31348,
"totale","2005","Trento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",45.78975,
"totale","2006","Trento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",47.54197,
"totale","2007","Trento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",50.52444,
"totale","2008","Trento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",54.0487,
"totale","2009","Trento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",57.79178,
"totale","2010","Trento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",61.17918,
"totale","2011","Trento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",65.62552,
"totale","2012","Trento","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",66.77779,
"totale","2000","Trento","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2001","Trento","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2002","Trento","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2003","Trento","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2004","Trento","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2005","Trento","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2006","Trento","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2007","Trento","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2008","Trento","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Trento","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Trento","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Trento","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Verona","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",106.12644,
"totale","2001","Verona","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",119.8624,
"totale","2002","Verona","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",127.86796,
"totale","2003","Verona","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",129.94584,
"totale","2004","Verona","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",148.8274,
"totale","2005","Verona","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",184.55814,
"totale","2006","Verona","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",187.54696,
"totale","2007","Verona","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",200.67974,
"totale","2008","Verona","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",226.44011,
"totale","2009","Verona","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",233.47505,
"totale","2010","Verona","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",265.57669,
"totale","2011","Verona","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",270.03001,
"totale","2012","Verona","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",253.09044,
"totale","2000","Verona","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",19.9484,
"totale","2001","Verona","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",23.43568,
"totale","2002","Verona","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",24.21159,
"totale","2003","Verona","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",24.74099,
"totale","2004","Verona","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",27.78113,
"totale","2005","Verona","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",32.8107,
"totale","2006","Verona","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",32.15382,
"totale","2007","Verona","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",33.60529,
"totale","2008","Verona","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",40.07148,
"totale","2009","Verona","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",44.69586,
"totale","2010","Verona","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",50.06884,
"totale","2011","Verona","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",52.6542,
"totale","2012","Verona","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",51.08495,
"totale","2000","Verona","popolazione servita dalla raccolta differenziata - percentuale",95,
"totale","2001","Verona","popolazione servita dalla raccolta differenziata - percentuale",95,
"totale","2002","Verona","popolazione servita dalla raccolta differenziata - percentuale",95,
"totale","2003","Verona","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2004","Verona","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2005","Verona","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2006","Verona","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2007","Verona","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2008","Verona","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Verona","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Verona","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Verona","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",133.70059,
"totale","2001","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",153.02617,
"totale","2002","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",220.46827,
"totale","2003","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",206.39782,
"totale","2004","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",212.5518,
"totale","2005","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",238.22058,
"totale","2006","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",272.77987,
"totale","2007","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",279.84727,
"totale","2008","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",310.61191,
"totale","2009","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",314.97651,
"totale","2010","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",325.06609,
"totale","2011","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",331.13704,
"totale","2012","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",336.91697,
"totale","2000","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",21.99114,
"totale","2001","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",24.81609,
"totale","2002","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",34.61991,
"totale","2003","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",35.31989,
"totale","2004","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",35.40693,
"totale","2005","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",39.53646,
"totale","2006","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",43.48046,
"totale","2007","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",45.16687,
"totale","2008","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",48.56603,
"totale","2009","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",50.13087,
"totale","2010","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",51.37227,
"totale","2011","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",54.18175,
"totale","2012","Vicenza","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",58.4683,
"totale","2000","Vicenza","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2001","Vicenza","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2002","Vicenza","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2003","Vicenza","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2004","Vicenza","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2005","Vicenza","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2006","Vicenza","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2007","Vicenza","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2008","Vicenza","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Vicenza","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Vicenza","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Vicenza","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Belluno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",84.35202,
"totale","2001","Belluno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",97.7959,
"totale","2002","Belluno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",89.99318,
"totale","2003","Belluno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",94.73163,
"totale","2004","Belluno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",103.50687,
"totale","2005","Belluno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",147.36415,
"totale","2006","Belluno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",232.81646,
"totale","2007","Belluno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",224.37244,
"totale","2008","Belluno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",229.25758,
"totale","2009","Belluno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",246.17446,
"totale","2010","Belluno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",262.15223,
"totale","2011","Belluno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",274.06973,
"totale","2012","Belluno","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",271.52122,
"totale","2000","Belluno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",16.03549,
"totale","2001","Belluno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",19.20703,
"totale","2002","Belluno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",18.97744,
"totale","2003","Belluno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",19.84294,
"totale","2004","Belluno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",21.55103,
"totale","2005","Belluno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",29.76903,
"totale","2006","Belluno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",59.85971,
"totale","2007","Belluno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",57.36905,
"totale","2008","Belluno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",57.56323,
"totale","2009","Belluno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",62.23897,
"totale","2010","Belluno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",64.81832,
"totale","2011","Belluno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",67.59405,
"totale","2012","Belluno","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",70.5862,
"totale","2000","Belluno","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2001","Belluno","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2002","Belluno","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2003","Belluno","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2004","Belluno","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2005","Belluno","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2006","Belluno","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2007","Belluno","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2008","Belluno","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Belluno","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Belluno","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Belluno","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Treviso","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",89.78632,
"totale","2001","Treviso","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",148.57241,
"totale","2002","Treviso","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",122.85288,
"totale","2003","Treviso","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",213.27464,
"totale","2004","Treviso","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",247.25842,
"totale","2005","Treviso","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",252.63113,
"totale","2006","Treviso","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",267.33836,
"totale","2007","Treviso","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",294.2462,
"totale","2008","Treviso","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",322.94444,
"totale","2009","Treviso","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",330.75286,
"totale","2010","Treviso","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",347.80475,
"totale","2011","Treviso","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",343.94955,
"totale","2012","Treviso","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",334.81013,
