18.50107066381156, 1013.8586723768735
74.00428265524624, 1154.4668094218414
118.40685224839399, 1258.0728051391861
170.20985010706636, 1372.7794432548178
218.31263383297642, 1472.6852248394002
284.91648822269804, 1609.5931477516058
362.6209850107066, 1757.6017130620983
418.1241970021413, 1857.5074946466807
484.7280513918629, 1972.2141327623124
543.9314775160599, 2068.4197002141327
603.1349036402569, 2164.625267665953
666.0385438972162, 2253.4304068522483
728.9421841541755, 2342.235546038544
828.8479657387579, 2471.7430406852245
899.1520342612419, 2560.54817987152
976.8565310492504, 2645.6531049250534
1054.561027837259, 2727.0578158458243
1132.2655246252675, 2801.0620985010705
1232.17130620985, 2889.867237687366
1320.9764453961454, 2960.1713062098497
1454.1841541755887, 3052.6766595289077
1542.9892933618842, 3108.179871520342
1639.1948608137043, 3159.9828693790146
1739.1006423982867, 3204.3854389721623
1924.1113490364023, 3267.289079229122
2027.717344753747, 3293.190578158458
2135.0235546038543, 3304.291220556745
2246.0299785867237, 3319.092077087794
2408.8394004282654, 3311.6916488222696
2542.0471092077087, 3293.190578158458
2649.3533190578155, 3270.989293361884
2745.5588865096356, 3237.6873661670234
2852.865096359743, 3200.6852248394002
2997.173447537473, 3130.381156316916
3115.580299785867, 3060.0770877944324
3208.085653104925, 2997.173447537473
3326.492505353319, 2904.6680942184153
3459.700214132762, 2782.5610278372587
3563.306209850107, 2675.254817987152
3618.8094218415413, 2616.051391862955
3692.8137044967875, 2534.646680942184
3759.417558886509, 2449.5417558886506
3822.3211991434687, 2360.736616702355
3881.5246252676657, 2279.3319057815843
3944.4282655246247, 2190.526766595289
4003.6316916488217, 2090.6209850107066
4059.1349036402567, 2005.5160599571732
4110.937901498929, 1909.310492505353
4162.740899357602, 1813.104925053533
4229.344753747323, 1690.9978586723767
4273.747323340471, 1602.1927194860812
4321.850107066381, 1498.5867237687364
4388.453961456103, 1361.6788008565309
4432.85653104925, 1258.0728051391861
4473.558886509636, 1161.867237687366
4510.561027837259, 1061.9614561027836
4529.06209850107, 1028.6595289079228
