5.40	4.41
5.40	4.35
5.43	4.32
5.4	4.4
5.415	4.15
5.4	4.3
5.445	4.395
5.48	4.32
5.41	4.30
5.42	4.35
5.42	4.5
5.41	4.32
5.405	4.34
5.4	4.4
5.40	4.34
5.4	4.3
5.54	4.32
5.475	4.32
5.542	4.361
5.42	4.39
5.42	4.34
5.405	4.31
5.4	4.34
5.41	4.31
5.4	4.3
5.42	4.32
5.42	4.35
5.50	4.435
5.413	4.321
5.45	4.33
5.42	4.33
5.40	4.27
5.41	4.31
