8.24734	0.34009	2.31995	0.02691
5.97840	0.17871	3.92591	0.07706
4.83381	0.11683	5.10248	0.13018
4.24801	0.09023	5.64159	0.15914
3.60843	0.06510	6.19471	0.19187
3.22218	0.05191	6.77478	0.22949
2.90327	0.04214	7.22337	0.26089
2.67710	0.03583	7.09194	0.25148
2.41840	0.02924	7.71537	0.29763
2.21594	0.02455	8.13141	0.33060
